의도ID,의도유형,의도명,의도그룹,컨텍스트,사용상태,총 사용빈도,질의문 갯수,대표질의문,display질의문,질의문,등록자 / 수정자,등록일 / 수정일,등록일 / 수정일,단순응답
INT52b71bac4585444ba2225f19b028a806,질의응답,u-cloud 신청서 안내,Ucloud,신청서양식,제한사용(정직원+Y사번),5486,27,iphone 클라우드,U-Cloud 신청서 안내,"u-cloud 신청서 안내,클라우드 신청서,클라우드 관련 신청서는 어디에 있나요,클라우드 요청서,협력사 클라우드 어디에서 신청하나요,외주직원 클라우드 신청 방법,협력사 클라우드 신청 방법,테스트용 클라우드 신청 방법,협력사 클라우드 계정 요청,협력사 클라우드 계정,모바일 클라우드,통제 클라우드,클라우드 신규 생성,클라우드 신규 계정 발급,통제 클라우드 외부 접속 허용,통제구역 클라우드 접속 신청,통제구역 클라우드,cns 클라우드,아이폰 클라우드,iphone 클라우드 접속 방법,iphone 클라우드,아이폰 클라우드 접속 방법,u 클라우드 가이드,클라우드 pc 가 버벅거림,u-cluoud,클라우드 왜 깨지니,clould 신청",_vpasys / _vpaA33203,2021.09.29 01:08:48 / 2025.03.13 09:54:57,2025.03.13 09:54:57,"#### U-Cloud 신청서 ####
----
**[[U-Cloud 신청서]](https://ucloud.lgcns.com/VmCube/Management/Approval/RequestBookmarkFormList?UCLOUD_LANGUAGE10501=ko-KR)**에서 U-Cloud 관련 모든 신청서를 확인할 수 있습니다.
**[[Next U-Cloud 신청서]](https://kcloud.lgcns.com/VmCube/Management/Approval/RequestBookmarkFormList?UCLOUD_LANGUAGE10501=ko-KR)**에서 U-Cloud 관련 모든 신청서를 확인할 수 있습니다.
||||
* U-Cloud 디스크/메모리 증설
* U-Cloud 재설치
* U-Cloud 삭제
* U-Cloud 사용기간변경
* U-Cloud IP변경
* Cloud VPN/모바일 신청∙변경
* OfficePlus 로컬접속허용
* 로컬디스크 허용/차단
* 통제 U-Cloud 외부접속허용
* Cloud Help-Desk 1644-3888"
INT08b8cfaf01264366bb29b5d3d4f360fd,질의응답,비밀/테스트용 U-Cloud 신청 방법,Ucloud,"u-cloud신청,클라우드신청,클라우드",제한사용(정직원+Y사번),1145,11,비밀 ucloud,비밀/테스트용 U-Cloud 신청 방법,"u-cloud 신청비밀테스트,클라우드 신청 비밀,cloud 신청 테스트,비밀 클라우드 신청,비밀 cloud,테스트용 클라우드,테스트용 클라우드 신청,테스트용 cloud,테스트용 ucloud,비밀 ucloud,비밀 클라우드",_vpasys / _vpaA33203,2021.10.31 23:02:28 / 2025.03.12 16:46:15,2025.03.12 16:46:15,"** 비밀/테스트용 U-Cloud 신청 방법 **
||||
비밀/테스트용 Next U-Cloud는 아래의 경로에서 신청 가능합니다.

▶ **[[Next U-Cloud> 신청/변경> U-Cloud 신청(비밀/테스트)]](https://kcloud.lgcns.com/vmCube/Management/CloudPC/CloudPCCommonRequest)**"
INT5d705370952c442aa0deea1a05d15ae3,질의응답,u-cloud 소속부서 및 관리책임자 변경 방법,Ucloud,"관리책임자,클라우드",제한사용(정직원+Y사번),379,20,테스트용 클라우드 비용귀속처 변경,U-Cloud 소속부서 및 관리책임자 변경 방법,"u-cloud 소속부서 및 관리책임자 변경 방법,협력사 직원 클라우드 부서 변경은 어떻게 하나요,협력사 직원 클라우드 비용부서 변경,협력사 직원 클라우드 비용 청구되는 부서 변경,협력사 직원 클라우드 관리책임자 변경,외주직원 클라우드 부서 변경은 어떻게 하나요,외주직원 클라우드 비용부서 변경,외주직원 클라우드 비용 청구되는 부서 변경,외주직원 클라우드 관리책임자 변경,클라우드 비용이 청구되는 비용귀속처 변경,클라우드 비용이 청구되는 코드 변경,클라우드 비용이 청구되는 부서 변경,테스트용 클라우드 부서 변경,테스트용 클라우드 비용부서 변경,테스트용 클라우드 비용 청구되는 부서 변경,테스트용 클라우드 비용귀속처 변경,테스트용 클라우드 관리책임자 변경,클라우드 소속부서 변경,클라우드 소속부서 및 관리책임자 변경 방법,클라우드 관리책임자 변경",_vpasys / _vpaA33203,2021.09.29 01:08:49 / 2025.03.12 16:35:15,2025.03.12 16:35:15,"**U-Cloud 소속부서 및 관리책임자 변경 방법**
||||
**[[U-Cloud 소속부서/관리책임자 변경(협력사/비밀/테스트용)]](https://ucloud.lgcns.com/VmCube/Management/CloudPC/CloudPCExecDeptChange)** 양식을 통해 U-Cloud 정보 변경이 가능해요.
**[[Next U-Cloud 소속부서/관리책임자 변경(협력사/비밀/테스트용)]](https://kcloud.lgcns.com/VmCube/Management/CloudPC/CloudPCExecDeptChange)** 양식을 통해 Next U-Cloud 정보 변경이 가능해요."
INTcafe4111a0f74f02acc0fb91a5cb3d5f,질의응답,과금정책,Ucloud,"과금,클라우드",제한사용(정직원+Y사번),276,7,* 과금정책,과금정책,"과금정책,클라우드 사용료,클라우드 비용,cloud 비용,cloud 과금 정책,클라우드 과금 정책,클라우드 과금",_vpasys / _vpaA33203,2021.10.31 23:02:31 / 2025.03.12 16:27:02,2025.03.12 16:27:02,"** 과금정책 안내 **
||||
U-Cloud 월 사용료는 아래와 같으며 일할 과금됩니다.

- 정직원용 템플릿 : 30,000원 (Next U-Cloud : 60,000원)
- 협력사용 템플릿 : 26,000원 (Next U-Cloud : 55,000원)
- 메모리 증설 : 1G 당 10,000원
- 디스크 증설 : 10G 당 5,000원

Cloud Disk 사용료는 

- 팀용 : 기본 300G 무료제공 및 100G 추가당 5,000원"
INTb25fb9ee8dae4596b0e6445a7ee5746f,질의응답,노트북pc 구매,시스템링크_U-Asset,"자산구매,노트북,pc,맥북",제한사용(정직원+Y사번),31680,46,사내에서 맥북 구매,신규 노트북 구매 어떻게 하나요,"노트북pc 구매,노트북,pc 구매,노트북 구매,노트북 구매 시기,노트북 구매 가능 시기,노트북 신규 구매,pc 신규 구매,표준 노트북 구매 신청,노트북 구매하려면 어떻게 하지,노트북 구매하는 방법,노트북 구매하려면,노트북 구매방법 알려줘,노트북 구매기준은,노트북은 어떻게 구매하지,노트북 내용년수는,노트북 언제 구매할 수 있지,pc 구매 문의,notebook 구매 문의,pc 문의,신규 pc 신청,노트북 신청,표준노트북 사양,표준노트북,표준pc,표준 pc,표준 노트북,pc신청,pc 신청,신입사원 노트북 구매,피씨구매,표준 피씨 신청,표준 피씨 구매,notebook 구매,notebook,notebook 신청,노트북 사양변경,pc구입,노크북 신청,노트북 교환,shxmqnr,노트북 신규 교체,pc 교체,노트북 사용연한,사내에서 맥북 구매,맥북신청",/ _vpaA33203,2017.07.20 10:45:37 / 2025.03.12 14:23:37,2025.03.12 14:23:37,"신규 PC 구매 기준입니다.
||||
#### [개인업무용 PC]
- 신규 입사자의 경우 : 신규 구매 가능
- PC 교체는 취득일로부터 3년(Staff 4년) 경과 후 신규 구매 가능, 신규 PC 수령 후 기존 PC 한달내 반납
- 1인 1PC 원칙, 업무상 추가필요한 경우 유휴자산 우선 활용

#### [공용 PC]
- 활용가능한 유휴자산이 있을 경우 유휴자산 우선 활용

표준 노트북/모니터 구매요청은 [[NEXT Purchasing>노트북/모니터구매>노트북/모니터구매요청]](https://purchasing.lgcns.com/lpo/no/note/initNoteDA) 메뉴에서 진행하세요.

노트북/모니터 구매요청현황은 [[노트북/모니터구매요청현황]](https://purchasing.lgcns.com/lpo/no/note/retrieveNoteDAList) 메뉴에서 확인할 수 있습니다. 

**※ PC 구매 담당자**
**[[인프라/솔루션구매팀 신지민 책임]](?action=inquiry&actionParams={""userIds"":""77087"",""completeType"": ""Y"",""searchUserYn"":""Y""})**"
INT60bdda8ca76a49febe60411c4ef23e85,질의응답,야구 티켓 신청,U-Service,야구,제한사용(정직원+Y사번),14282,16,twins,LG Twins 경기 관람 신청 안내,"야구 티켓 신청,야구 신청,야구 표 신청,야구 티켓,lg twins 경기 신청,lg twins 경기 관람 신청,lg twins,lg 트윈스,dirnxlzpt,dirn,vmfhdirn,프로야구,야구장,트윈스,twins,야구",/ _vpaA33203,2017.09.15 13:47:29 / 2025.03.10 10:12:14,2025.03.10 10:12:14,"### **LG twins 경기 관람 신청 안내**
---
LG twins 홈경기만 신청 및 예매 가능
||||
**▶ 신청**
* 신청 방법: **[[u-service> 복리후생> 스포츠티켓> 야구]](https://uservice.lgcns.com/LGCNS.SV.MAIN/WEL/ApplyTicket/SVSEL_frmTicketApply.aspx?ticketSortType=B)**
* 신청 일자: 경기 당일 10일 전부터 8시 30분 선착순 신청
* 신청 제한: **인당 연간 4매까지 신청 가능**

**▶ 예약**
: **[[LG twins 홈페이지]](https://www.lgtwins.com)**> 티켓> 초대권 예매

**▶ 취소**
* 시스템 취소: **[[u-service> 복리후생> 스포츠티켓> 야구> 신청내역> 취소]](https://uservice.lgcns.com/LGCNS.SV.MAIN/WEL/ApplyTicket/SVWEL_frmTicketApplyDetail.aspx?ticketSortType=B)**
* 예약 취소: **[[LG twins 홈페이지]](https://www.lgtwins.com)**> 티켓> 예매취소
* 경기일 이전 8일까지만 취소가능하며, **시스템 취소**(u-service)와 **예약취소**(LG twins 홈페이지)가 모두 이루어져야 취소처리 가능함

**▶ 문의처**
**※경기일정 및 기타사항 : LG Twins 홈페이지/앱>고객문의>1대1문의**
**※ 문의처(2099-0152): ([경영지원팀 정석호 주임](?action=inquiry&actionParams={""userIds"":""A95514"",""completeType"": ""Y"",""searchUserYn"":""Y""}))**"
INT665a9c29032b460eaf2cf3bd016edf98,질의응답,인장관리 u-csm,시스템링크,인장,제한사용(정직원+Y사번),9815,27,* 인장관리,인장관리(U-CSM) 시스템 안내,"인장관리,인장 날인,보조인장,cto 보조인장,인장날인,날인,csm,ucsm,보조 인장,계약서 날인,공문 날인,유씨에스엠,인장관리시스템,인장시스템,ucsm 담당자,dlswkdskfdls,법인인장날인,명판,인감,도장 사용 신청,회사 도장 만들기,회사 스탬프,dlswkd,인장 시스템,날인 시스템,계약서 인장,인감날인",50496 / _vpaA33203,2017.11.06 11:09:07 / 2025.03.05 15:32:25,2025.03.05 15:32:25,"### **인장관리 시스템**
U-CSM
___

[[인장관리 시스템 바로가기>> ]](https://ucsm.lgcns.com/)
[[인장관리 담당자 조회>> ]](?action=inquiry&actionParams={}&actionMessage=인장관리 담당자)

※ 모든 시스템링크는 OfficePlus 좌측 상단의 삼선메뉴 선택 후 좌측 하단의 **[三 > Systems]** 에서 찾을 수 있어요."
INT40c523ad893444cda31f133cea06f32f,질의응답,유데미 안내,시스템링크_LearningPlus,"유데미,교육",제한사용(정직원+Y사번),6040,6,* 유데미,세계 최대 온라인 교육 플랫폼 유데미 안내,"유데미,유데미 안내,세계 최대 온라인 교육 플랫폼,최대 온라인 교육 플랫폼,온라인 교육 플랫폼,udemy",_vpasys / _vpaA33203,2023.01.30 12:58:09 / 2025.02.26 13:57:28,2025.02.26 13:57:28,"**세계 최대 온라인 교육 플랫폼, 유데미 안내 **

||||
**유데미**는 국내외 유명 강사들의 강의를 빠르게 볼 수 있는 **교육 플랫폼**입니다. 약 <span style=""color:#FF0000;"">30,000개의 콘텐츠</span>를 언제든지 자유롭게 <span style=""color:#FF0000;"">무제한으로 수강</span> 할 수 있습니다.

자세한 내용은 아래 게시글을 참고하세요!

**[[유데미 바로가기>>]](https://lg.udemy.com/)**
**[[유데미 FAQ 바로가기>>]](https://wire.lgcns.com/confluence/x/isRDI)**
**▶ 문의 : [[양찬영 책임]](?action=inquiry&actionParams={""userIds"":""80955"",""completeType"": ""Y"",""searchUserYn"":""Y""})**"
INT8f14d80f82d94e1e94787f4ff5cf2d2a,질의응답,사용 권한,U-CSI_일반,,제한사용(정직원+Y사번),304,5,ucsi,U-CSI 시스템 사용 권한 신청 방법,"u-csi 사용 권한 신청,u-csi 시스템 사용권한,u-csi 시스템 권한 신청,ucsi,u-csi",_vpasaas / _vpaA33203,2018.08.31 14:45:15 / 2025.02.20 14:14:20,2025.02.20 14:14:20,U-CSI 시스템 사용 권한을 받으시려면 My Work에서 [시스템 공통양식]사내시스템 사용권한 요청서를 작성하시어 권한을 받으셔야 해요~
INT2a0e265b70134f17b84a4a8b61c1450c,질의응답,심폐소생술&자동심장충격기 교육,안전환경,,제한사용(정직원+Y사번),581,13,* 심폐소생술 교육,심폐소생술&자동심장충격기 교육 안내,"심폐소생술 교육,자동심장충격기 사용법,자동심장충격기 사용 교육,cpr 교육,cpr,심폐소생술,제세동기 사용 방법,제세동기 사용 교육,제세동기 사용법,자동심장충격기 사용 방법,심폐소생술 방법,심폐소생술 교육 신청,심폐소생술 방법 배우기",80974 / _vpa84894,2022.10.07 14:54:53 / 2025.02.18 15:55:26,2025.02.18 15:55:26,"**심폐소생술, 자동심장충격기 교육 안내**
||||
심정지 환자 발생시 초기 대응을 위해 
안전보건기획팀에서는 심폐소생술교육을 정기적으로 운영하고 있습니다.

▶ **[심폐소생술 교육신청/이력조회 안내](https://wire.lgcns.com/confluence/pages/viewpage.action?pageId=1084951722)**
**교육대상**: 교육을 희망하는 임직원 누구나
**교육내용**:
1) 심폐소생술 과정 이론/실습(교육용 마네킹 사용)
2) 자동심장충격기 사용법 이론/실습

▶ **[[배움마당 > 채널 > 안전119 > 심정지 응급대응 동영상 바로보기>>]](https://edumadang.singlex.com/local/media/link3.php?v=MjIxMzY3fHx2aWRlb3x8c2l0ZWFhZG1pbnx8MHx8&tenant=saas.lgcns.com)**

▶ **[관련문의]**
☎ 안전보건기획팀 (CPR@lgcns.com, 02-2099-1234)"
INT98cead162ec948c7a2ef9aff06cde577,질의응답,협업 플랫폼 wire,EP,"wire,협업",제한사용(정직원+Y사번),50535,18,* 전사 협업도구 wire,협업 플랫폼 WIRE 안내,"전사 협업도구 wire,와이어 협업도구 신청,협업 플랫폼,wire 어떻게 들어가,confluence,지라 컨플루언스,jira,co-work,wiki,와이어,wire build,협력사 wire id 신청,wire 신청 양식,협력사외주인원 wire 사용신청,wire-work 공간 만들기,wire-wiki 사용자 그룹 만들기,wire-build 사용자 그룹 만들기,협업 플랫폼 wire 안내",_vpasaas / _vpaA33203,2019.05.13 12:52:16 / 2025.02.14 15:00:50,2025.02.14 15:00:50,"### **협업 플랫폼 WIRE 안내**

---

Wide Interconnection for Relation of Everything

||||

**[[협업플랫폼 WIRE]](https://wire.lgcns.com)**는 업무(프로젝트) 수행 시 상호간의 의사소통 및 산출물 공유를 통한 원활한 커뮤니케이션 및 컨텐츠 관리를 제공합니다.


**WIRE**에 팀 또는 프로젝트를 위한 협업공간 만들고 산출물 및 소통관리, 작업관리 등을 도움받아 보세요~

▶ WIRE 신청 양식
┗ **[[WIRE-Wiki 공간 만들기>>]](https://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=4357)**
┗ **[[WIRE-Work 공간 만들기>>]](https://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=4358)**
┗ **[[WIRE-Code 사용 신청>>]](https://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=4359)**
┗ **[[협력사(외주)인원 WIRE 사용신청>>]](https://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=4361)**
┗ **[[WIRE-Wiki 사용자 그룹 만들기>>]](https://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=4378)**
┗ **[[WIRE-Build 사용자 그룹 만들기>>]](https://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=4610)**
MyWork에서 WIRE로 검색하면 더 많은 신청 양식을 확인할 수 있어요~

▶ WIRE 세부 기능
┗ **[[WIRE-Wiki 바로가기>>]](https://wire.lgcns.com/confluence/)**
┗ **[[WIRE-Work 바로가기>>]](https://wire.lgcns.com/jira)**
┗ **[[WIRE-Code 바로가기>>]](https://wire.lgcns.com/bitbucket)**
┗ **[[WIRE-Build 바로가기>>]](https://wire.lgcns.com/bamboo)**

▶ **[Wire 시스템 담당자](?action=inquiry&actionParams={}&actionMessage=손상곤 책임)**"
INTb2b4bda990004c8cb71b345ed5b111c0,질의응답,CloudPress 안내,인프라,CloudPress,제한사용(정직원+Y사번),186,13,클라우드,Cloudpress 안내,"cloudpress 안내,cloudpress,cloud,cloud press,클라우드,클라우드프레스,클라우드 프레스,iac,terraform,코드기반iac 클라우드 인프라 형상관리 및 배포 시스템이며 iaas paas의 인프라 관리를 코드기반으로 쉽고 간편하게 관리할 수 있습니다,human readable 한 인프라 자원 정의  메타정보 설계만으로 인프라 자원을 정의하고 물리적인 내부 id가 아닌 논리명으로 자원간 연결 설계 및 설정,ac 기반 템플릿 제공  효율적인 인프라 아키텍처 배포 및 변경이 가능한 검증된 iac 기반 아키텍처 템플릿을 제공,보안 적용 템플릿 제공  클라우드 인프라 취약점 점검 룰셋을 통한 사전 보안 점검을 수행한 템플릿 제공",_vpaA33203 / _vpaA33203,2024.09.27 09:38:43 / 2025.02.12 18:08:03,2025.02.12 18:08:03,"**CloudPress 안내**
||||
코드기반(IaC) 클라우드 인프라 형상관리 및 배포 시스템이며 IaaS, PaaS의 인프라 관리를 코드기반으로 쉽고 간편하게 관리할 수 있습니다.

▶<span style=""color:blue"">**지원 CSP**</span>
AWS, Azure, GCP, NCP

▶ <span style=""color:blue"">**주요 특징**</span>
- Human Readable 한 인프라 자원 정의 : 메타정보 설계만으로 인프라 자원을 정의하고 물리적인 내부 ID가 아닌 논리명으로 자원간 연결 설계 및 설정
- IaC 기반 템플릿 제공 : 효율적인 인프라 아키텍처 배포 및 변경이 가능한 검증된 IaC 기반 아키텍처 템플릿을 제공
- 보안 적용 템플릿 제공 : 클라우드 인프라 취약점 점검 룰셋을 통한 사전 보안 점검을 수행한 템플릿 제공

▶ <span style=""color:blue"">**교육 과정**</span>
- **[[AWS클라우드 기본(CloudPress 활용>>]](https://lg.udemy.com/course/cloudpress_basic/learn/lecture/43682994)**
- **[[AWS클라우드 심화(CloudPress 활용>>]](https://lg.udemy.com/course/cloudpress_advanced/learn/lecture/43684766)**
- **[[NCP 기본(CloudPress 활용>>]](https://lg.udemy.com/course/cloudpress_basic_ncp/learn/lecture/45416927)**

▶**[[CloudPress Docs Site 바로가기 >>]](https://docs.cloud-press.io/)**
: 회원가입 방법 안내 : [ Docs 사이트 > Getting Started > Quick start 메뉴] 클릭

▶**[[CloudPress 바로가기 >>]](https://gitlab.cloud-press.io)**

**※ 문의처** : 클라우드인프라아키텍처담당 CDS아키텍처팀
CloudPress@lgcns.com"
INTc728a2c4c7854c94ba07ce3231998c35,질의응답,고액 법인카드 문의,UAS,법인카드,제한사용(정직원+Y사번),521,9,* 고액법인카드clean card 안내,고액법인카드(Clean Card) 안내,"고액법인카드clean card 안내,고액법인카드란,고액법인카드,클린카드,clean 카드,고액 법인카드,고액 법인카드 문의,고액법인카드 문의,clean card",_vpasys / _vpaA33203,2022.01.09 22:59:37 / 2025.02.12 18:02:05,2025.02.12 18:02:05,"대규모 행사 등 고액 경비 처리, 상품권 구입 시 개인 명의 법인카드 사용 및 한도 증액에 따른 사고 발생 위험을 방지하기 위하여 회사 명의 공용 법인카드를 불출하여 사용합니다. [SINGLEX UAS>법인카드>법인카드 신청>클린카드 대여 신청]을 작성하여 주세요."
INTfd5a4b13ef88473285bb1f6ae78fa0a7,질의응답,SINGEX 고객의 소리,SINGLEX,"공상평,싱글렉스,singlex,고객의소리,CPPM,PainPoint,voc",제한사용(정직원+Y사번),2559,14,singlex 고객의 소리 사이트,SINGEX 고객의 소리 등록,"singlex 고객의 소리 사이트,고객의 소리 화면,고객의 소리 등록 사이트,cppm 등록하려면,pain point 등록화면,고객 pain point,고객 pain point 등록가이드,고객의소리 등록방법,고객의 소리 등록,singlex 고객의 소리,고객가치혁신,싱글렉스 고객의소리,singlex 불편접수,singlex 11 문의 게시판으로 이동하고 싶어요",_vpasys / _vpaA33203,2022.02.16 13:35:26 / 2025.02.11 13:39:10,2025.02.11 13:39:10,"#### **SINGEX 고객의 소리 등록 안내** ####
||||
**[[Office Plus > System Map > 사업수행 > SINGLEX 고객의 소리]](https://cpp-be.painpoint-prd.lgstation.com/v1/account/sso/lgcns##{""popupWidth"":""1700"",""popupHeight"":""800""})** 에서 접속 및 등록 가능합니다. 사용시 문의사항 및 권한 변경 요청은 **고객가치혁신팀**으로 문의 부탁드립니다.  

* 고객가치혁신 Wire에 궁금하신점을 올려주시면 빠르게 답변드리겠습니다. 
**[[WIRE-고객가치혁신 바로가기]](https://wire.lgcns.com/confluence/display/228961)**

* 고객의소리 사용자매뉴얼을 참고해주세요. 
**[[WIRE-사용자매뉴얼 바로가기]](https://wire.lgcns.com/confluence/pages/viewpage.action?pageId=231326643)**"
INT264ec0d3327f4f629634ffd8b5bd1738,조회,조직 인원수,시스템링크_HR,,제한사용(정직원+Y사번),94788,71,[우리팀|O]은 몇명일까,전사 인원이 몇 명인가요,"전사 인원이 몇 명인가요,전체 임직원 수,회사 임직원수,인원 현황,조직 인원수,전사 인원수 알려줘,전사 직원 몇명이니,전사 인원수,lg cns 몇명이야,우리회사 총인원,전사인원수,조직인원수,사원 수,cns 임직원 수,lg cns 인원,[우리팀|O] 몇명,[부서|O] 임직원 수,[부서|O] 직원 수,[부서|O] 팀원 수,lg cns 직원수,재직자수,lg cns 임직원 수,현재 임직원 숫자 알려줘,현재 직원수,총직원수,우리회사 현재 인원,직원수,회사직원수,총인원,전사인원,lg cns 임직원수,lgcns종업원수,cns 사내 임직원 숫자,lgcns 총 임직원 수,임직원수 보는방법,[부서|O] 인원수,전직원수,회사인원,전체인원,전사 직원,자사 인원,전사직원수,전사직원,회사 총원,현재원은,재직원,[부서|O] 정직원수,우리 회사 인원은,조직별 임직원 현황,부서별 인원수,조직별 인원수,조직별 임직원수,조직별 임직원,조직별 인원 현황,[부서|O]인원수,전체 인력,전사 인력,전사임직원,전사 임직원,자사직원,총원,[우리팀|O] 인원수,[우리팀|O]은 몇명일까,[우리팀|O] 몇명일까,[팀|O]인원수,오늘 기준 총사원수는,cns 인원,lg cns 인원수,사원수,우리 회사 전체 정직원 수,[부서|O] 인원 수",75001 / _vpaA33203,2017.10.17 15:14:17 / 2025.02.04 16:50:57,2025.02.04 16:50:57,"조직 인원 수 정보를 알려주는 기능이 현재 수정중이에요.
빠른 시일 내에 다시 답변해드릴 수 있도록 조치할게요."
INTe888eb3f193644f9a45ddc006157ebd9,질의응답,자율책임근무제 안내,EP,"근로시간,근무시간,근무,근로,선택적근로시간제,자율근무,재택근무,유연근무,자율책임근무",제한사용(정직원+Y사번),50074,46,코어타임,근로시간 관리 안내,"근로시간 등록,근로시간 관리,주52시간,근무시간 등록,근무시간 관리,출근시간 입력,퇴근시간 입력,선택적 근로시간제,근로시간등록 담당자,코어타임,집중근무시간,의무근무시간,근로시간 입력,rmsfhtlrks,근무 입력,전문위원 52시간,rmsan,rmsantlrks,출입기록 조회,출입기록,스피드게이트 출입기록,연장근로실적,연장근로,연장근로 시간 등록,연장근무,자율근무,자율근무제도,재택근무,재택근무신청,flexible time,flexible 근무,플렉시블 타임,플렉서블 타임,탄력근무,유연근무,유연근무제,출퇴근 유연,자율근무제,10시 출근,8시 출근,5시 퇴근,재택,재택은 어디서,재택은,단축근로,flexible",66237 / _vpa66237,2018.04.22 22:24:34 / 2025.02.04 09:51:41,2025.02.04 09:51:41,"### **근로시간 관리 안내**

---
**자율책임근무제 적용** 

||||

▶**자율책임근무제**
Input(근로시간/장소)은 자율에 맡기되, Output(성과)을 책임지는 근무제도

▶ **적용 대상**
: **전 구성원** (임원/담당/전문위원/해외주재원, 해외파견 제외)

▶ **적용 원칙**
* 업무수행의 방법 및 시간배분의 결정 등을 본인 스스로 결정하고, 오로지 성과(Output)로만 평가
* 근로시간은 실 근로시간에 관계없이 1일 8시간 및 1주 40시간을 근로한 것으로 간주
* 노경 서면합의로 정한시간(8시간)을 초과하는 부분에 대해서는 근로기준법상 가산수당 지급

▶ **예외 사항**
: 팀/프로젝트 업무특성을 고려하여 다른 유연근무제 적용 가능

▶ **[[근로시간 입력 바로가기>>]](https://portal.attendancekr.singlex.com/cm/service/ssoRequestSAML.ncd?tenantId=L4200&menuCd=EHRTNA0732)**

※ 문의: **[People Care팀](?action=inquiry&actionParams={""userIds"":""P0414"",""completeType"": ""Y"",""searchUserYn"":""Y""})**"
INTca033bc7252848d8919d9acf0dd9f162,질의응답,microsoft 365 도입 안내,U-Service,helpdesk,제한사용(정직원+Y사번),2560,26,* microsoft 365 도입 안내,microsoft 365 도입 안내,"microsoft 365 도입 안내,o365,microsoft 365,microsoft 365 도입,신규 메일 planner 도입 일정,microsoft 메일 planner 도입 일정,m365,m365 mail,m365 helpdesk,m365 서비스 문의,m365mailplannerteams를 사용하려면 어떻게 해야하나요,mail일정teams 문의,mail 문의,일정 문의,planner 문의,팀즈 문의,teams 문의,팀즈 이상해요,ms teams 로그인 불가 현상,ms teams로 로그인하여 화상미팅을 진행하려고 하면 다음과 같이 오류가 발생합니다,웹버전 팀즈 앱 문의 드립니다,ms planner 접속 불가능,아웃룩 오류,teams 접속 불가,mail 확인 불가,메일 로딩 안 됩니다",_vpasys / _vpaA33203,2020.07.29 13:06:34 / 2025.02.04 09:23:22,2025.02.04 09:23:22,"**Microsoft 365 안내**

Microsoft 365는 **Mail, 일정, Teams(협업도구), Office 앱(Excel, PowerPoint, Word 등), OneDrive(저장공간)등의 서비스를 클라우드 기반으로 제공하는 통합솔루션**으로,사용자는 PC와 모바일 기기를 통해 어디서든 Seamless한 업무환경을 경험할 수 있습니다.

▶ **M365 서비스 문의**
* **유선: 1670-3577**
* 게시판: [[OfficePlus > BBS > System > 메일/일정/Teams 게시판 바로가기]](https://ep.lgcns.com/lightpack/board/boardItem/listBoardItemView.do?boardId=159411163025447&popupYn=true)"
INTfac50d7d4365403692729c48cbbfd21d,질의응답,채권 채무 보고서 및 감사 보고서,시스템링크_U-Accounting,,제한사용(정직원+Y사번),657,10,채권채무조회서 감사보고서 어디에 요청,"채권 채무, 감사보고서 요청 방법","채권채무조회서 감사보고서 요청,채권채무보고서 및 감사보고서를 받고 싶습니다,채권채무조회서 감사보고서 조회,채권채무조회서 감사보고서 문의,채권채무조회서 감사보고서를 받으려면 어떻게 해야하나요,채권채무조회서 감사보고서는 누구에게 질문해야하나요,채권채무조회서 감사보고서 어디에 요청,채권채무 감사보고서 요청,채권채무보고서 및 감사보고서,채권채무",/ _vpaA33203,2017.07.24 18:55:11 / 2025.01.23 15:58:45,2025.01.23 15:58:45,"채권 채무, 감사보고서 요청 방법은 다음을 참고하세요.
||||
1. 채권 채무 보고서 
: **[[채권 채무 보고서 담당자]](https://kit.lgcns.com/LGCNS.KIT.MAIN/STA/KITSTA_SystemLegacy.aspx?syscd=SUA&all=Y)**에게 요청
2. 감사 보고서 
: **[[[결산]감사보고서 요청서]](https://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=18)**를 통해 요청"
